Analysis,r_value,mZp_GeV,xsecXBR_pb
ATLAS-EXOT-2018-48,0.6666666666666666,3545.2261306532664,-2.543567672890729
ATLAS-EXOT-2018-48,0.6666666666666666,3534.475724510875,-2.5356890287134064
ATLAS-EXOT-2018-48,0.6666666666666666,3532.6633165829144,-2.5340751127827716
ATLAS-EXOT-2018-48,0.6666666666666666,3520.100502512563,-2.5201510240935776
ATLAS-EXOT-2018-48,0.6666666666666666,3514.785452935969,-2.514260049246898
ATLAS-EXOT-2018-48,0.6666666666666666,3507.537688442211,-2.5062269354043836
ATLAS-EXOT-2018-48,0.6666666666666666,3494.974874371859,-2.494741694891182
ATLAS-EXOT-2018-48,0.6666666666666666,3491.908191684414,-2.4928310697803884
ATLAS-EXOT-2018-48,0.6666666666666666,3482.4120603015076,-2.4869139501862296
ATLAS-EXOT-2018-48,0.6666666666666666,3469.8492462311556,-2.4771278967385855
ATLAS-EXOT-2018-48,0.6666666666666666,3463.8527903994795,-2.4714020903138803
ATLAS-EXOT-2018-48,0.6666666666666666,3457.286432160804,-2.4648165816775256
ATLAS-EXOT-2018-48,0.6666666666666666,3444.723618090452,-2.452217128898673
ATLAS-EXOT-2018-48,0.6666666666666666,3442.4861255545597,-2.4499731108473717
ATLAS-EXOT-2018-48,0.6666666666666666,3432.160804020101,-2.4431949345613164
ATLAS-EXOT-2018-48,0.6666666666666666,3419.597989949749,-2.4348235777921903
ATLAS-EXOT-2018-48,0.6666666666666666,3411.7364556744033,-2.4285441313808627
ATLAS-EXOT-2018-48,0.6666666666666666,3407.035175879397,-2.424302242218805
ATLAS-EXOT-2018-48,0.6666666666666666,3394.4723618090447,-2.413995262338468
ATLAS-EXOT-2018-48,0.6666666666666666,3384.8668242613667,-2.407115151914354
ATLAS-EXOT-2018-48,0.6666666666666666,3381.9095477386936,-2.404996958223513
ATLAS-EXOT-2018-48,0.6666666666666666,3369.3467336683416,-2.395998654108557
ATLAS-EXOT-2018-48,0.6666666666666666,3356.78391959799,-2.3871277863930995
ATLAS-EXOT-2018-48,0.6666666666666666,3354.6878692286546,-2.3856861724478455
