0.18139E-05 0.19100E-08 0.00000E+01 267948 0 0 14820 0.81640E+10 0.00000E+01 0.18139E-05 0.00000E+01 0.00000E+01 0
1 1.848e-06 4.8817e-08 1.3155 1.6927e-05 1.848e-06
2 1.8017e-06 1.724e-08 0.67388 7.4585e-06 1.8017e-06
3 1.8189e-06 8.302e-09 0.45461 5.2914e-06 1.8189e-06
4 1.8303e-06 1.7832e-08 0.68615 7.6858e-06 1.8303e-06
5 1.8083e-06 8.1286e-09 0.44771 4.4101e-06 1.8083e-06
6 1.8122e-06 4.279e-09 0.33258 3.6671e-06 1.8122e-06
7 1.8452e-06 4.9037e-08 1.3234 1.8159e-05 1.8452e-06
8 1.7995e-06 1.7725e-08 0.6937 7.7308e-06 1.7995e-06
9 1.8096e-06 8.4392e-09 0.46449 5.1913e-06 1.8096e-06
10 1.8583e-06 4.9726e-08 1.3326 1.8072e-05 1.8583e-06
11 1.8228e-06 1.7459e-08 0.67453 7.3993e-06 1.8228e-06
12 1.8288e-06 8.1155e-09 0.44199 4.573e-06 1.8288e-06
13 1.7993e-06 5.0131e-08 1.3875 2.1482e-05 1.7993e-06
14 1.829e-06 1.7671e-08 0.68045 7.087e-06 1.829e-06
15 1.8236e-06 8.3018e-09 0.45342 4.5562e-06 1.8236e-06
16 1.7907e-06 5.1212e-08 1.4242 1.8724e-05 1.7907e-06
17 1.8132e-06 1.7118e-08 0.66488 6.3581e-06 1.8132e-06
18 1.8193e-06 7.9829e-09 0.43702 6.0001e-06 1.8193e-06
19 1.8344e-06 1.7985e-08 0.69048 8.5261e-06 1.8344e-06
20 1.8113e-06 8.4229e-09 0.46315 4.6913e-06 1.8113e-06
21 1.8144e-06 4.3117e-09 0.33472 3.6248e-06 1.8144e-06
22 1.7525e-06 4.7627e-08 1.3534 1.9654e-05 1.7525e-06
23 1.8082e-06 1.7774e-08 0.69225 7.777e-06 1.8082e-06
24 1.8069e-06 8.2887e-09 0.45687 5.9113e-06 1.8069e-06
25 1.8471e-06 5.0023e-08 1.3487 1.9302e-05 1.8471e-06
26 1.7956e-06 1.7226e-08 0.67564 7.3579e-06 1.7956e-06
27 1.8053e-06 8.1694e-09 0.45072 4.3683e-06 1.8053e-06
28 1.8333e-06 5.0095e-08 1.3608 2.0328e-05 1.8333e-06
29 1.8239e-06 1.7125e-08 0.66126 6.991e-06 1.8239e-06
30 1.8017e-06 8.1438e-09 0.45018 4.8973e-06 1.8017e-06
31 1.8349e-06 5.0193e-08 1.3622 1.8352e-05 1.8349e-06
32 1.7952e-06 1.6874e-08 0.66197 6.5489e-06 1.7952e-06
33 1.8066e-06 8.0803e-09 0.44546 4.4351e-06 1.8066e-06
34 1.8389e-06 1.7567e-08 0.67278 6.7169e-06 1.8389e-06
35 1.8255e-06 8.1044e-09 0.44217 4.6483e-06 1.8255e-06
36 1.8201e-06 4.1852e-09 0.32388 3.6056e-06 1.8201e-06
<lo_statistics>
<cumulated_time> 17.232827 </cumulated_time>
</lo_statistics>
