0.50292E-06 0.37086E-09 0.00000E+01 395412 0 0 21246 0.42260E+11 0.00000E+01 0.50292E-06 0.00000E+01 0.00000E+01 0
1 5.0466e-07 1.0584e-08 1.0557 2.5391e-06 5.0466e-07
2 5.0289e-07 4.1934e-09 0.59363 1.6822e-06 5.0289e-07
3 5.0193e-07 2.0072e-09 0.40261 1.477e-06 5.0193e-07
4 5.0038e-07 4.2042e-09 0.59814 1.8391e-06 5.0038e-07
5 5.0115e-07 2.0403e-09 0.40988 1.3298e-06 5.0115e-07
6 5.0249e-07 1.0429e-09 0.2955 1.2063e-06 5.0249e-07
7 5.1022e-07 4.299e-09 0.59982 1.7682e-06 5.1022e-07
8 5.0322e-07 2.0373e-09 0.40759 1.445e-06 5.0322e-07
9 5.0149e-07 1.0557e-09 0.29972 1.2685e-06 5.0149e-07
10 5.0763e-07 4.325e-09 0.60655 2.1561e-06 5.0763e-07
11 5.0076e-07 2.0391e-09 0.40995 1.3673e-06 5.0076e-07
12 5.0355e-07 1.0421e-09 0.29464 1.3353e-06 5.0355e-07
13 5.0358e-07 4.2031e-09 0.59419 1.7288e-06 5.0358e-07
14 5.0069e-07 2.0421e-09 0.41062 1.4053e-06 5.0069e-07
15 5.0214e-07 1.0537e-09 0.29877 1.2482e-06 5.0214e-07
16 5.1186e-07 1.0935e-08 1.0754 2.5959e-06 5.1186e-07
17 5.0544e-07 4.1224e-09 0.58063 1.8132e-06 5.0544e-07
18 5.0221e-07 1.9793e-09 0.39679 1.4512e-06 5.0221e-07
19 5.0771e-07 4.2703e-09 0.59878 2.0628e-06 5.0771e-07
20 5.0365e-07 2.0112e-09 0.40203 1.4354e-06 5.0365e-07
21 5.0272e-07 1.0446e-09 0.29586 1.3861e-06 5.0272e-07
22 5.0856e-07 4.3658e-09 0.61114 2.3299e-06 5.0856e-07
23 5.0214e-07 2.016e-09 0.4042 1.4271e-06 5.0214e-07
24 5.0135e-07 1.0634e-09 0.30199 1.3841e-06 5.0135e-07
25 5.093e-07 1.0691e-08 1.0567 2.6217e-06 5.093e-07
26 5.0011e-07 4.2135e-09 0.59978 1.696e-06 5.0011e-07
27 5.0681e-07 2.0096e-09 0.3992 1.5586e-06 5.0681e-07
28 5.0735e-07 4.3526e-09 0.61075 2.1895e-06 5.0735e-07
29 5.0178e-07 2.0203e-09 0.40536 1.3671e-06 5.0178e-07
30 5.0431e-07 1.0406e-09 0.29378 1.472e-06 5.0431e-07
31 5.1173e-07 4.212e-09 0.58596 1.8222e-06 5.1173e-07
32 5.0176e-07 2.0306e-09 0.40744 1.4436e-06 5.0176e-07
33 5.0249e-07 1.0415e-09 0.29512 1.3513e-06 5.0249e-07
34 5.0333e-07 4.2629e-09 0.60293 1.8674e-06 5.0333e-07
35 5.0356e-07 2.0429e-09 0.40844 1.5253e-06 5.0356e-07
36 5.0271e-07 1.0512e-09 0.29773 1.4452e-06 5.0271e-07
<lo_statistics>
<cumulated_time> 12.194642 </cumulated_time>
</lo_statistics>
