

# Contour value=5.00 
mPsiT_GeV,deltaM_GeV
1.0558e+03,6.3171e+01
1.0492e+03,6.3648e+01
1.0472e+03,6.3794e+01
1.0427e+03,6.4125e+01
1.0362e+03,6.4602e+01
1.0296e+03,6.5079e+01
1.0231e+03,6.5556e+01
1.0166e+03,6.6033e+01
1.0101e+03,6.6510e+01
1.0070e+03,6.6734e+01
1.0035e+03,6.6987e+01
9.9974e+02,6.6734e+01
9.9698e+02,6.6548e+01
9.9045e+02,6.5042e+01
9.8504e+02,6.3794e+01
9.8392e+02,6.3535e+01
9.7739e+02,6.2028e+01
9.7230e+02,6.0854e+01
9.7085e+02,5.9717e+01
9.6857e+02,5.7915e+01
9.6853e+02,5.4975e+01
9.6849e+02,5.2035e+01
9.6845e+02,4.9095e+01
9.6841e+02,4.6156e+01
9.6837e+02,4.3216e+01
9.6837e+02,4.0276e+01
9.6881e+02,3.7337e+01
9.6948e+02,3.4397e+01
9.7014e+02,3.1457e+01
1.0882e+03,1.4317e+02
1.0884e+03,1.4036e+02
1.0885e+03,1.4023e+02
1.0887e+03,1.3729e+02
1.0890e+03,1.3435e+02
1.0892e+03,1.3141e+02
1.0895e+03,1.2847e+02
1.0897e+03,1.2553e+02
1.0900e+03,1.2259e+02
1.0902e+03,1.1965e+02
1.0905e+03,1.1671e+02
1.0907e+03,1.1377e+02
1.0910e+03,1.1083e+02
1.0912e+03,1.0789e+02
1.0915e+03,1.0495e+02
1.0918e+03,1.0201e+02
1.0921e+03,9.9070e+01
1.0927e+03,9.6131e+01
1.0933e+03,9.3191e+01
1.0939e+03,9.0251e+01
1.0945e+03,8.7312e+01
1.0950e+03,8.5194e+01
1.0952e+03,8.4372e+01
1.0961e+03,8.1432e+01
1.0970e+03,7.8492e+01
1.0979e+03,7.5553e+01
1.0988e+03,7.2613e+01
1.0996e+03,6.9673e+01
1.1005e+03,6.6734e+01
1.1014e+03,6.3794e+01
1.1015e+03,6.3501e+01
1.1017e+03,6.3794e+01
1.1033e+03,6.6734e+01
1.1049e+03,6.9673e+01
1.1066e+03,7.2613e+01
1.1080e+03,7.5228e+01
1.1082e+03,7.5553e+01
1.1099e+03,7.8492e+01
1.1115e+03,8.1432e+01
1.1131e+03,8.4372e+01
1.1146e+03,8.6955e+01
1.1148e+03,8.7312e+01
1.1164e+03,9.0251e+01
1.1180e+03,9.3191e+01
1.1197e+03,9.6131e+01
1.1211e+03,9.8682e+01
1.1213e+03,9.9070e+01
1.1211e+03,9.9107e+01
1.1146e+03,1.0022e+02
1.1080e+03,1.0134e+02
1.1066e+03,1.0201e+02
1.1042e+03,1.0495e+02
1.1043e+03,1.0789e+02
1.1044e+03,1.1083e+02
1.1045e+03,1.1377e+02
1.1047e+03,1.1671e+02
1.1048e+03,1.1965e+02
1.1049e+03,1.2259e+02
1.1050e+03,1.2553e+02
1.1052e+03,1.2847e+02
1.1053e+03,1.3141e+02
1.1054e+03,1.3435e+02
1.1055e+03,1.3729e+02
1.1057e+03,1.4023e+02
1.1058e+03,1.4317e+02
1.1059e+03,1.4611e+02
1.1060e+03,1.4905e+02
1.1033e+03,1.5198e+02
1.1015e+03,1.5324e+02
1.0960e+03,1.5492e+02
1.0950e+03,1.5525e+02
1.0884e+03,1.5585e+02
1.0865e+03,1.5492e+02
1.0869e+03,1.5198e+02
1.0874e+03,1.4905e+02
1.0878e+03,1.4611e+02
1.0882e+03,1.4317e+02
1.1772e+03,2.9015e+02
1.1799e+03,2.8915e+02
1.1816e+03,2.9015e+02
1.1799e+03,2.9126e+02
1.1772e+03,2.9015e+02
1.1848e+03,2.9309e+02
1.1864e+03,2.9262e+02
1.1873e+03,2.9309e+02
1.1864e+03,2.9374e+02
1.1848e+03,2.9309e+02


# Contour value=12.57 
mPsiT_GeV,deltaM_GeV
1.3073e+03,5.0000e+00
1.3040e+03,5.2137e+00
1.2975e+03,5.5160e+00
1.2910e+03,5.6163e+00
1.2844e+03,5.7166e+00
1.2779e+03,5.8169e+00
1.2714e+03,5.9171e+00
1.2648e+03,6.0174e+00
1.2583e+03,6.1274e+00
1.2518e+03,6.3839e+00
1.2452e+03,6.7147e+00
1.2387e+03,7.1576e+00
1.2322e+03,7.7810e+00
1.2308e+03,7.9397e+00
1.2276e+03,1.0879e+01
1.2256e+03,1.1400e+01
1.2191e+03,1.3136e+01
1.2165e+03,1.3819e+01
1.2126e+03,1.4872e+01
1.2060e+03,1.6608e+01
1.2054e+03,1.6759e+01
1.1995e+03,1.8139e+01
1.1930e+03,1.7221e+01
1.1897e+03,1.6759e+01
1.1864e+03,1.6303e+01
1.1799e+03,1.5385e+01
1.1734e+03,1.4467e+01
1.1688e+03,1.3819e+01
1.1668e+03,1.3549e+01
1.1603e+03,1.2631e+01
1.1538e+03,1.1713e+01
1.1478e+03,1.0879e+01
1.1472e+03,1.0593e+01
1.1411e+03,7.9397e+00
1.1407e+03,7.9250e+00
1.1392e+03,7.9397e+00
1.1342e+03,8.1775e+00
1.1276e+03,8.2942e+00
1.1211e+03,8.3501e+00
1.1146e+03,8.3828e+00
1.1080e+03,8.4043e+00
1.1015e+03,8.4589e+00
1.0950e+03,8.3393e+00
1.0884e+03,7.9695e+00
1.0880e+03,7.9397e+00
1.0819e+03,7.7456e+00
1.0754e+03,7.5383e+00
1.0688e+03,7.3311e+00
1.0623e+03,7.1238e+00
1.0558e+03,7.0195e+00
1.0492e+03,7.0385e+00
1.0427e+03,7.0633e+00
1.0362e+03,7.0970e+00
1.0296e+03,7.1453e+00
1.0231e+03,7.2205e+00
1.0166e+03,7.3539e+00
1.0101e+03,7.6555e+00
1.0073e+03,7.9397e+00
1.0101e+03,8.7648e+00
1.0166e+03,1.0712e+01
1.0171e+03,1.0879e+01
1.0231e+03,1.1381e+01
1.0296e+03,1.1930e+01
1.0362e+03,1.2478e+01
1.0427e+03,1.3027e+01
1.0492e+03,1.3576e+01
1.0521e+03,1.3819e+01
1.0558e+03,1.4124e+01
1.0623e+03,1.4673e+01
1.0688e+03,1.5519e+01
1.0725e+03,1.6759e+01
1.0728e+03,1.9698e+01
1.0731e+03,2.2638e+01
1.0733e+03,2.5578e+01
1.0736e+03,2.8518e+01
1.0754e+03,2.9683e+01
1.0780e+03,3.1457e+01
1.0819e+03,3.2771e+01
1.0867e+03,3.4397e+01
1.0884e+03,3.4993e+01
1.0950e+03,3.7215e+01
1.0954e+03,3.7337e+01
1.1015e+03,3.9080e+01
1.1080e+03,3.9758e+01
1.1130e+03,4.0276e+01
1.1146e+03,4.0436e+01
1.1211e+03,4.1114e+01
1.1276e+03,4.1792e+01
1.1342e+03,4.2469e+01
1.1407e+03,4.3147e+01
1.1414e+03,4.3216e+01
1.1472e+03,4.3898e+01
1.1524e+03,4.6156e+01
1.1526e+03,4.9095e+01
1.1529e+03,5.2035e+01
1.1531e+03,5.4975e+01
1.1534e+03,5.7915e+01
1.1538e+03,5.8522e+01
1.1554e+03,6.0854e+01
1.1603e+03,6.3153e+01
1.1617e+03,6.3794e+01
1.1668e+03,6.6195e+01
1.1680e+03,6.6734e+01
1.1734e+03,6.9237e+01
1.1743e+03,6.9673e+01
1.1799e+03,7.2280e+01
1.1806e+03,7.2613e+01
1.1864e+03,7.5322e+01
1.1869e+03,7.5553e+01
1.1930e+03,7.8364e+01
1.1932e+03,7.8492e+01
1.1995e+03,8.1406e+01
1.1997e+03,8.1432e+01
1.2060e+03,8.2372e+01
1.2126e+03,8.3164e+01
1.2191e+03,8.3957e+01
1.2225e+03,8.4372e+01
1.2256e+03,8.4750e+01
1.2322e+03,8.5614e+01
1.2353e+03,8.7312e+01
1.2355e+03,9.0251e+01
1.2357e+03,9.3191e+01
1.2359e+03,9.6131e+01
1.2361e+03,9.9070e+01
1.2332e+03,1.0201e+02
1.2322e+03,1.0270e+02
1.2289e+03,1.0495e+02
1.2256e+03,1.0716e+02
1.2246e+03,1.0789e+02
1.2202e+03,1.1083e+02
1.2191e+03,1.1161e+02
1.2159e+03,1.1377e+02
1.2126e+03,1.1607e+02
1.2116e+03,1.1671e+02
1.2073e+03,1.1965e+02
1.2060e+03,1.2052e+02
1.2028e+03,1.2259e+02
1.1995e+03,1.2469e+02
1.1930e+03,1.2544e+02
1.1921e+03,1.2553e+02
1.1864e+03,1.2618e+02
1.1799e+03,1.2692e+02
1.1734e+03,1.2766e+02
1.1668e+03,1.2840e+02
1.1662e+03,1.2847e+02
1.1603e+03,1.2966e+02
1.1587e+03,1.3141e+02
1.1589e+03,1.3435e+02
1.1590e+03,1.3729e+02
1.1591e+03,1.4023e+02
1.1592e+03,1.4317e+02
1.1594e+03,1.4611e+02
1.1595e+03,1.4905e+02
1.1567e+03,1.5198e+02
1.1538e+03,1.5410e+02
1.1526e+03,1.5492e+02
1.1485e+03,1.5786e+02
1.1472e+03,1.5875e+02
1.1443e+03,1.6080e+02
1.1407e+03,1.6340e+02
1.1402e+03,1.6374e+02
1.1361e+03,1.6668e+02
1.1342e+03,1.6805e+02
1.1320e+03,1.6962e+02
1.1278e+03,1.7256e+02
1.1276e+03,1.7270e+02
1.1237e+03,1.7550e+02
1.1211e+03,1.7735e+02
1.1196e+03,1.7844e+02
1.1154e+03,1.8138e+02
1.1146e+03,1.8200e+02
1.1113e+03,1.8432e+02
1.1080e+03,1.8665e+02
1.1072e+03,1.8726e+02
1.1031e+03,1.9020e+02
1.1015e+03,1.9130e+02
1.0955e+03,1.9314e+02
1.0950e+03,1.9331e+02
1.0884e+03,1.9452e+02
1.0819e+03,1.9573e+02
1.0800e+03,1.9608e+02
1.0754e+03,1.9695e+02
1.0688e+03,1.9816e+02
1.0642e+03,1.9902e+02
1.0688e+03,2.0127e+02
1.0703e+03,2.0196e+02
1.0754e+03,2.0285e+02
1.0819e+03,2.0398e+02
1.0872e+03,2.0490e+02
1.0884e+03,2.0511e+02
1.0950e+03,2.0624e+02
1.1015e+03,2.0659e+02
1.1064e+03,2.0490e+02
1.1080e+03,2.0435e+02
1.1146e+03,2.0211e+02
1.1150e+03,2.0196e+02
1.1211e+03,1.9992e+02
1.1238e+03,1.9902e+02
1.1276e+03,1.9780e+02
1.1331e+03,1.9608e+02
1.1342e+03,1.9573e+02
1.1407e+03,1.9365e+02
1.1423e+03,1.9314e+02
1.1472e+03,1.9158e+02
1.1516e+03,1.9020e+02
1.1538e+03,1.8951e+02
1.1603e+03,1.8743e+02
1.1608e+03,1.8726e+02
1.1668e+03,1.8536e+02
1.1701e+03,1.8432e+02
1.1734e+03,1.8329e+02
1.1794e+03,1.8138e+02
1.1799e+03,1.8121e+02
1.1864e+03,1.7914e+02
1.1886e+03,1.7844e+02
1.1930e+03,1.7707e+02
1.1979e+03,1.7550e+02
1.1995e+03,1.7499e+02
1.2004e+03,1.7550e+02
1.2057e+03,1.7844e+02
1.2060e+03,1.7865e+02
1.2103e+03,1.8138e+02
1.2126e+03,1.8279e+02
1.2150e+03,1.8432e+02
1.2191e+03,1.8692e+02
1.2196e+03,1.8726e+02
1.2243e+03,1.9020e+02
1.2256e+03,1.9106e+02
1.2289e+03,1.9314e+02
1.2322e+03,1.9519e+02
1.2336e+03,1.9608e+02
1.2382e+03,1.9902e+02
1.2387e+03,1.9931e+02
1.2431e+03,2.0196e+02
1.2452e+03,2.0323e+02
1.2481e+03,2.0490e+02
1.2518e+03,2.0708e+02
1.2530e+03,2.0784e+02
1.2580e+03,2.1078e+02
1.2583e+03,2.1093e+02
1.2630e+03,2.1372e+02
1.2648e+03,2.1478e+02
1.2680e+03,2.1666e+02
1.2714e+03,2.1864e+02
1.2730e+03,2.1960e+02
1.2779e+03,2.2249e+02
1.2780e+03,2.2254e+02
1.2830e+03,2.2548e+02
1.2844e+03,2.2634e+02
1.2879e+03,2.2842e+02
1.2910e+03,2.3020e+02
1.2929e+03,2.3136e+02
1.2975e+03,2.3405e+02
1.3040e+03,2.3423e+02
1.3106e+03,2.3213e+02
1.3129e+03,2.3136e+02
1.3171e+03,2.3002e+02
1.3220e+03,2.2842e+02
1.3236e+03,2.2791e+02
1.3302e+03,2.2580e+02
1.3312e+03,2.2548e+02
1.3367e+03,2.2369e+02
1.3403e+03,2.2254e+02
1.3432e+03,2.2159e+02
1.3494e+03,2.1960e+02
1.3497e+03,2.1948e+02
1.3563e+03,2.1737e+02
1.3585e+03,2.1666e+02
1.3628e+03,2.1526e+02
1.3676e+03,2.1372e+02
1.3693e+03,2.1315e+02
1.3759e+03,2.1136e+02
1.3824e+03,2.1228e+02
1.3828e+03,2.1372e+02
1.3836e+03,2.1666e+02
1.3844e+03,2.1960e+02
1.3851e+03,2.2254e+02
1.3859e+03,2.2548e+02
1.3867e+03,2.2842e+02
1.3875e+03,2.3136e+02
1.3883e+03,2.3430e+02
1.3889e+03,2.3683e+02
1.3891e+03,2.3724e+02
1.3898e+03,2.4018e+02
1.3906e+03,2.4312e+02
1.3914e+03,2.4606e+02
1.3922e+03,2.4899e+02
1.3929e+03,2.5193e+02
1.3937e+03,2.5487e+02
1.3945e+03,2.5781e+02
1.3952e+03,2.6075e+02
1.3955e+03,2.6180e+02
1.3959e+03,2.6369e+02
1.3967e+03,2.6663e+02
1.3974e+03,2.6957e+02
1.3981e+03,2.7251e+02
1.3988e+03,2.7545e+02
1.3996e+03,2.7839e+02
1.4003e+03,2.8133e+02
1.4010e+03,2.8427e+02
1.4017e+03,2.8721e+02
1.4020e+03,2.8835e+02
1.4024e+03,2.9015e+02
1.4031e+03,2.9309e+02
1.4034e+03,2.9603e+02
1.4027e+03,2.9897e+02
1.4020e+03,2.9973e+02
1.3955e+03,2.9999e+02
1.3946e+03,2.9897e+02
1.3889e+03,2.9699e+02
1.3862e+03,2.9603e+02
1.3824e+03,2.9469e+02
1.3779e+03,2.9309e+02
1.3759e+03,2.9238e+02
1.3695e+03,2.9015e+02
1.3693e+03,2.9008e+02
1.3628e+03,2.8778e+02
1.3612e+03,2.8721e+02
1.3563e+03,2.8547e+02
1.3529e+03,2.8427e+02
1.3497e+03,2.8317e+02
1.3445e+03,2.8133e+02
1.3432e+03,2.8086e+02
1.3367e+03,2.7856e+02
1.3362e+03,2.7839e+02
1.3302e+03,2.7625e+02
1.3279e+03,2.7545e+02
1.3236e+03,2.7395e+02
1.3195e+03,2.7251e+02
1.3171e+03,2.7165e+02
1.3112e+03,2.6957e+02
1.3106e+03,2.6934e+02
1.3040e+03,2.6704e+02
1.2975e+03,2.6730e+02
1.2941e+03,2.6957e+02
1.2910e+03,2.7168e+02
1.2897e+03,2.7251e+02
1.2853e+03,2.7545e+02
1.2844e+03,2.7606e+02
1.2809e+03,2.7839e+02
1.2779e+03,2.8044e+02
1.2766e+03,2.8133e+02
1.2722e+03,2.8427e+02
1.2714e+03,2.8481e+02
1.2678e+03,2.8721e+02
1.2648e+03,2.8919e+02
1.2634e+03,2.9015e+02
1.2590e+03,2.9309e+02
1.2583e+03,2.9357e+02
1.2546e+03,2.9603e+02
1.2518e+03,2.9795e+02
1.2502e+03,2.9897e+02
1.2488e+03,3.0191e+02
1.2490e+03,3.0485e+02
1.2492e+03,3.0779e+02
1.2494e+03,3.1073e+02
1.2496e+03,3.1367e+02
1.2498e+03,3.1661e+02
1.2500e+03,3.1955e+02
1.2502e+03,3.2249e+02
1.2504e+03,3.2543e+02
1.2504e+03,3.2837e+02
1.2504e+03,3.3131e+02
1.2505e+03,3.3425e+02
1.2505e+03,3.3719e+02
1.2505e+03,3.4013e+02
1.2505e+03,3.4307e+02
1.2506e+03,3.4601e+02
1.2506e+03,3.4894e+02
1.2518e+03,3.5011e+02
1.2535e+03,3.5188e+02
1.2581e+03,3.5482e+02
1.2583e+03,3.5495e+02
1.2627e+03,3.5776e+02
1.2648e+03,3.5915e+02
1.2672e+03,3.6070e+02
1.2714e+03,3.6336e+02
1.2718e+03,3.6364e+02
1.2764e+03,3.6658e+02
1.2779e+03,3.6756e+02
1.2809e+03,3.6952e+02
1.2844e+03,3.7177e+02
1.2855e+03,3.7246e+02
1.2901e+03,3.7540e+02
1.2910e+03,3.7597e+02
1.2946e+03,3.7834e+02
1.2975e+03,3.8018e+02
1.3007e+03,3.8128e+02
1.3040e+03,3.8244e+02
1.3106e+03,3.8348e+02
1.3152e+03,3.8422e+02
1.3171e+03,3.8452e+02
1.3236e+03,3.8557e+02
1.3269e+03,3.8716e+02
1.3278e+03,3.9010e+02
1.3280e+03,3.9304e+02
1.3282e+03,3.9598e+02
1.3284e+03,3.9892e+02
1.3285e+03,4.0186e+02
1.3287e+03,4.0480e+02
1.3289e+03,4.0774e+02
1.3291e+03,4.1068e+02
1.3287e+03,4.1362e+02
1.3236e+03,4.1568e+02
1.3185e+03,4.1656e+02
1.3171e+03,4.1681e+02
1.3106e+03,4.1794e+02
1.3040e+03,4.1908e+02
1.3029e+03,4.1950e+02
1.2975e+03,4.2155e+02
1.2962e+03,4.2244e+02
1.2921e+03,4.2538e+02
1.2910e+03,4.2616e+02
1.2879e+03,4.2832e+02
1.2844e+03,4.3078e+02
1.2837e+03,4.3126e+02
1.2796e+03,4.3420e+02
1.2779e+03,4.3540e+02
1.2754e+03,4.3714e+02
1.2714e+03,4.4001e+02
1.2713e+03,4.4008e+02
1.2671e+03,4.4302e+02
1.2648e+03,4.4463e+02
1.2629e+03,4.4595e+02
1.2588e+03,4.4889e+02
1.2583e+03,4.4924e+02
1.2546e+03,4.5183e+02
1.2518e+03,4.5376e+02
1.2503e+03,4.5477e+02
1.2460e+03,4.5771e+02
1.2452e+03,4.5826e+02
1.2418e+03,4.6065e+02
1.2387e+03,4.6276e+02
1.2375e+03,4.6359e+02
1.2332e+03,4.6653e+02
1.2322e+03,4.6726e+02
1.2289e+03,4.6947e+02
1.2256e+03,4.7176e+02
1.2247e+03,4.7241e+02
1.2204e+03,4.7535e+02
1.2191e+03,4.7626e+02
1.2161e+03,4.7829e+02
1.2126e+03,4.8076e+02
1.2119e+03,4.8123e+02
1.2076e+03,4.8417e+02
1.2060e+03,4.8526e+02
1.2032e+03,4.8711e+02
1.1995e+03,4.8949e+02
1.1961e+03,4.9005e+02
1.1930e+03,4.9056e+02
1.1864e+03,4.9163e+02
1.1799e+03,4.9269e+02
1.1781e+03,4.9299e+02
1.1734e+03,4.9376e+02
1.1668e+03,4.9483e+02
1.1603e+03,4.9590e+02
1.1601e+03,4.9593e+02
1.1538e+03,4.9697e+02
1.1472e+03,4.9803e+02
1.1421e+03,4.9887e+02
1.1407e+03,4.9949e+02
1.1354e+03,5.0181e+02
1.1357e+03,5.0475e+02
1.1360e+03,5.0769e+02
1.1360e+03,5.1063e+02
1.1356e+03,5.1357e+02
1.1352e+03,5.1651e+02
1.1348e+03,5.1945e+02
1.1345e+03,5.2239e+02
1.1343e+03,5.2533e+02
1.1342e+03,5.2827e+02
1.1342e+03,5.2957e+02
1.1341e+03,5.3121e+02
1.1342e+03,5.3246e+02
1.1342e+03,5.3415e+02
1.0869e+03,3.0191e+02
1.0876e+03,3.0485e+02
1.0883e+03,3.0779e+02
1.0884e+03,3.0830e+02
1.0890e+03,3.1073e+02
1.0897e+03,3.1367e+02
1.0904e+03,3.1661e+02
1.0911e+03,3.1955e+02
1.0918e+03,3.2249e+02
1.0925e+03,3.2543e+02
1.0932e+03,3.2837e+02
1.0939e+03,3.3131e+02
1.0946e+03,3.3425e+02
1.0950e+03,3.3562e+02
1.0964e+03,3.3719e+02
1.0991e+03,3.4013e+02
1.1015e+03,3.4282e+02
1.1018e+03,3.4013e+02
1.1021e+03,3.3719e+02
1.1024e+03,3.3425e+02
1.1028e+03,3.3131e+02
1.1031e+03,3.2837e+02
1.1034e+03,3.2543e+02
1.1037e+03,3.2249e+02
1.1040e+03,3.1955e+02
1.1044e+03,3.1661e+02
1.1047e+03,3.1367e+02
1.1050e+03,3.1073e+02
1.1053e+03,3.0779e+02
1.1057e+03,3.0485e+02
1.1060e+03,3.0191e+02
1.1037e+03,2.9897e+02
1.1015e+03,2.9807e+02
1.0950e+03,2.9839e+02
1.0919e+03,2.9897e+02
1.0884e+03,3.0101e+02
1.0869e+03,3.0191e+02
1.1722e+03,2.4606e+02
1.1678e+03,2.4899e+02
1.1697e+03,2.5193e+02
1.1734e+03,2.5404e+02
1.1748e+03,2.5487e+02
1.1799e+03,2.5776e+02
1.1800e+03,2.5781e+02
1.1852e+03,2.6075e+02
1.1864e+03,2.6147e+02
1.1903e+03,2.6369e+02
1.1930e+03,2.6518e+02
1.1955e+03,2.6663e+02
1.1995e+03,2.6889e+02
1.2060e+03,2.6713e+02
1.2075e+03,2.6663e+02
1.2126e+03,2.6492e+02
1.2162e+03,2.6369e+02
1.2191e+03,2.6270e+02
1.2248e+03,2.6075e+02
1.2256e+03,2.6048e+02
1.2322e+03,2.5827e+02
1.2335e+03,2.5781e+02
1.2387e+03,2.5605e+02
1.2422e+03,2.5487e+02
1.2452e+03,2.5383e+02
1.2508e+03,2.5193e+02
1.2518e+03,2.5106e+02
1.2540e+03,2.4899e+02
1.2518e+03,2.4812e+02
1.2465e+03,2.4606e+02
1.2452e+03,2.4555e+02
1.2390e+03,2.4312e+02
1.2387e+03,2.4298e+02
1.2322e+03,2.4041e+02
1.2316e+03,2.4018e+02
1.2256e+03,2.3783e+02
1.2241e+03,2.3724e+02
1.2191e+03,2.3526e+02
1.2166e+03,2.3430e+02
1.2126e+03,2.3269e+02
1.2092e+03,2.3136e+02
1.2060e+03,2.3012e+02
1.2006e+03,2.2842e+02
1.1995e+03,2.2807e+02
1.1990e+03,2.2842e+02
1.1945e+03,2.3136e+02
1.1930e+03,2.3238e+02
1.1901e+03,2.3430e+02
1.1864e+03,2.3669e+02
1.1856e+03,2.3724e+02
1.1811e+03,2.4018e+02
1.1799e+03,2.4100e+02
1.1767e+03,2.4312e+02
1.1734e+03,2.4531e+02
1.1722e+03,2.4606e+02
1.2820e+03,3.1457e+01
1.2844e+03,3.0801e+01
1.2910e+03,2.9058e+01
1.2930e+03,2.8518e+01
1.2975e+03,2.7899e+01
1.3033e+03,2.8518e+01
1.3040e+03,2.8687e+01
1.3095e+03,3.1457e+01
1.3040e+03,3.3447e+01
1.2975e+03,3.4073e+01
1.2940e+03,3.4397e+01
1.2910e+03,3.4687e+01
1.2844e+03,3.5082e+01
1.2815e+03,3.4397e+01
1.2820e+03,3.1457e+01


# Contour value=15.00 
mPsiT_GeV,deltaM_GeV
1.3532e+03,5.0000e+00
1.3497e+03,5.2637e+00
1.3432e+03,5.6771e+00
1.3367e+03,6.0825e+00
1.3302e+03,6.5110e+00
1.3236e+03,6.9396e+00
1.3171e+03,7.3681e+00
1.3106e+03,7.7967e+00
1.3084e+03,7.9397e+00
1.3040e+03,8.3964e+00
1.2975e+03,8.8209e+00
1.2910e+03,9.0489e+00
1.2844e+03,9.4884e+00
1.2779e+03,1.0174e+01
1.2736e+03,1.0879e+01
1.2714e+03,1.1476e+01
1.2648e+03,1.3212e+01
1.2625e+03,1.3819e+01
1.2583e+03,1.4948e+01
1.2518e+03,1.6684e+01
1.2515e+03,1.6759e+01
1.2452e+03,1.8420e+01
1.2404e+03,1.9698e+01
1.2387e+03,2.0318e+01
1.2322e+03,2.1891e+01
1.2294e+03,2.2638e+01
1.2322e+03,2.4510e+01
1.2387e+03,2.4274e+01
1.2452e+03,2.3378e+01
1.2506e+03,2.2638e+01
1.2518e+03,2.2482e+01
1.2583e+03,2.1586e+01
1.2648e+03,2.0690e+01
1.2714e+03,1.9794e+01
1.2721e+03,1.9698e+01
1.2779e+03,1.8898e+01
1.2844e+03,1.8002e+01
1.2910e+03,1.7106e+01
1.2935e+03,1.6759e+01
1.2975e+03,1.6210e+01
1.3026e+03,1.6759e+01
1.3040e+03,1.6906e+01
1.3106e+03,1.8596e+01
1.3148e+03,1.9698e+01
1.3171e+03,2.0287e+01
1.3236e+03,2.1978e+01
1.3262e+03,2.2638e+01
1.3302e+03,2.3669e+01
1.3367e+03,2.5359e+01
1.3375e+03,2.5578e+01
1.3432e+03,2.7050e+01
1.3489e+03,2.8518e+01
1.3497e+03,2.8952e+01
1.3547e+03,3.1457e+01
1.3549e+03,3.4397e+01
1.3552e+03,3.7337e+01
1.3554e+03,4.0276e+01
1.3556e+03,4.3216e+01
1.3554e+03,4.6156e+01
1.3497e+03,4.7359e+01
1.3432e+03,4.7992e+01
1.3367e+03,4.8624e+01
1.3318e+03,4.9095e+01
1.3302e+03,4.9257e+01
1.3236e+03,4.9889e+01
1.3171e+03,5.0522e+01
1.3106e+03,5.1155e+01
1.3040e+03,5.1787e+01
1.3014e+03,5.2035e+01
1.2975e+03,5.2412e+01
1.2910e+03,5.3026e+01
1.2844e+03,5.3641e+01
1.2779e+03,5.4255e+01
1.2714e+03,5.4869e+01
1.2702e+03,5.4975e+01
1.2648e+03,5.5483e+01
1.2583e+03,5.6097e+01
1.2518e+03,5.6711e+01
1.2452e+03,5.7325e+01
1.2390e+03,5.7915e+01
1.2387e+03,5.7965e+01
1.2322e+03,5.9233e+01
1.2256e+03,6.0501e+01
1.2238e+03,6.0854e+01
1.2256e+03,6.1075e+01
1.2322e+03,6.1868e+01
1.2387e+03,6.2661e+01
1.2452e+03,6.3453e+01
1.2480e+03,6.3794e+01
1.2518e+03,6.4246e+01
1.2583e+03,6.5039e+01
1.2648e+03,6.5831e+01
1.2714e+03,6.6624e+01
1.2723e+03,6.6734e+01
1.2779e+03,6.7673e+01
1.2808e+03,6.9673e+01
1.2809e+03,7.2613e+01
1.2811e+03,7.5553e+01
1.2813e+03,7.8492e+01
1.2815e+03,8.1432e+01
1.2817e+03,8.4372e+01
1.2819e+03,8.7312e+01
1.2821e+03,9.0251e+01
1.2823e+03,9.3191e+01
1.2824e+03,9.6131e+01
1.2826e+03,9.9070e+01
1.2797e+03,1.0201e+02
1.2779e+03,1.0328e+02
1.2754e+03,1.0495e+02
1.2714e+03,1.0773e+02
1.2711e+03,1.0789e+02
1.2668e+03,1.1083e+02
1.2648e+03,1.1219e+02
1.2625e+03,1.1377e+02
1.2583e+03,1.1664e+02
1.2582e+03,1.1671e+02
1.2539e+03,1.1965e+02
1.2518e+03,1.2110e+02
1.2496e+03,1.2259e+02
1.2453e+03,1.2553e+02
1.2452e+03,1.2557e+02
1.2417e+03,1.2847e+02
1.2387e+03,1.3058e+02
1.2376e+03,1.3141e+02
1.2357e+03,1.3435e+02
1.2364e+03,1.3729e+02
1.2372e+03,1.4023e+02
1.2379e+03,1.4317e+02
1.2387e+03,1.4609e+02
1.2387e+03,1.4611e+02
1.2395e+03,1.4905e+02
1.2403e+03,1.5198e+02
1.2413e+03,1.5492e+02
1.2422e+03,1.5786e+02
1.2431e+03,1.6080e+02
1.2440e+03,1.6374e+02
1.2450e+03,1.6668e+02
1.2452e+03,1.6750e+02
1.2459e+03,1.6962e+02
1.2468e+03,1.7256e+02
1.2507e+03,1.7550e+02
1.2518e+03,1.7622e+02
1.2554e+03,1.7844e+02
1.2583e+03,1.8041e+02
1.2598e+03,1.8138e+02
1.2641e+03,1.8432e+02
1.2648e+03,1.8476e+02
1.2688e+03,1.8726e+02
1.2714e+03,1.8890e+02
1.2734e+03,1.9020e+02
1.2779e+03,1.9304e+02
1.2781e+03,1.9314e+02
1.2827e+03,1.9608e+02
1.2844e+03,1.9717e+02
1.2873e+03,1.9902e+02
1.2910e+03,2.0120e+02
1.2922e+03,2.0196e+02
1.2972e+03,2.0490e+02
1.2975e+03,2.0507e+02
1.3040e+03,2.0525e+02
1.3051e+03,2.0490e+02
1.3106e+03,2.0315e+02
1.3142e+03,2.0196e+02
1.3171e+03,2.0061e+02
1.3204e+03,1.9902e+02
1.3209e+03,1.9608e+02
1.3213e+03,1.9314e+02
1.3217e+03,1.9020e+02
1.3221e+03,1.8726e+02
1.3226e+03,1.8432e+02
1.3230e+03,1.8138e+02
