

# Contour value=5.00 
mPsiT_GeV,deltaM_GeV
1.3668e+03,5.3062e+02
1.3635e+03,5.3121e+02
1.3578e+03,5.3273e+02
1.3532e+03,5.3415e+02
1.3487e+03,5.3517e+02
1.3403e+03,5.3709e+02
1.3397e+03,5.3724e+02
1.3307e+03,5.3933e+02
1.3276e+03,5.4003e+02
1.3216e+03,5.4147e+02
1.3154e+03,5.4296e+02


# Contour value=20.00 
mPsiT_GeV,deltaM_GeV
1.6862e+03,5.0000e+00
1.6884e+03,7.9397e+00
1.6902e+03,1.0879e+01
1.6901e+03,1.3819e+01
1.6898e+03,1.6759e+01
1.6895e+03,1.9698e+01
1.6893e+03,2.2638e+01
1.6890e+03,2.5578e+01
1.6887e+03,2.8518e+01
1.6886e+03,3.1457e+01
1.6890e+03,3.4397e+01
1.6896e+03,3.7337e+01
1.6902e+03,4.0276e+01
1.6909e+03,4.3216e+01
1.6916e+03,4.6156e+01
1.6922e+03,4.9095e+01
1.6925e+03,5.0214e+01
1.6929e+03,5.2035e+01
1.6935e+03,5.4975e+01
1.6942e+03,5.7915e+01
1.6949e+03,6.0854e+01
1.6955e+03,6.3794e+01
1.6961e+03,6.6734e+01
1.6967e+03,6.9673e+01
1.6973e+03,7.2613e+01
1.6979e+03,7.5553e+01
1.6986e+03,7.8492e+01
1.6992e+03,8.1432e+01
1.6998e+03,8.4372e+01
1.7004e+03,8.7312e+01
1.7010e+03,9.0251e+01
1.7015e+03,9.2634e+01
1.7016e+03,9.3191e+01
1.7023e+03,9.6131e+01
1.7030e+03,9.9070e+01
1.7038e+03,1.0201e+02
1.7045e+03,1.0495e+02
1.7053e+03,1.0789e+02
1.7061e+03,1.1083e+02
1.7069e+03,1.1377e+02
1.7077e+03,1.1671e+02
1.7085e+03,1.1965e+02
1.7093e+03,1.2259e+02
1.7101e+03,1.2553e+02
1.7106e+03,1.2720e+02
1.7109e+03,1.2847e+02
1.7117e+03,1.3141e+02
1.7124e+03,1.3435e+02
1.7131e+03,1.3729e+02
1.7137e+03,1.4023e+02
1.7142e+03,1.4317e+02
1.7147e+03,1.4611e+02
1.7152e+03,1.4905e+02
1.7153e+03,1.5198e+02
1.7152e+03,1.5492e+02
1.7153e+03,1.5786e+02
1.7155e+03,1.6080e+02
1.7159e+03,1.6374e+02
1.7162e+03,1.6668e+02
1.7165e+03,1.6962e+02
1.7169e+03,1.7256e+02
1.7172e+03,1.7550e+02
1.7176e+03,1.7844e+02
1.7179e+03,1.8138e+02
1.7183e+03,1.8432e+02
1.7186e+03,1.8726e+02
1.7190e+03,1.9020e+02
1.7193e+03,1.9314e+02
1.7196e+03,1.9547e+02
1.7197e+03,1.9608e+02
1.7200e+03,1.9902e+02
1.7206e+03,2.0196e+02
1.7213e+03,2.0490e+02
1.7220e+03,2.0784e+02
1.7227e+03,2.1078e+02
1.7234e+03,2.1372e+02
1.7241e+03,2.1666e+02
1.7248e+03,2.1960e+02
1.7255e+03,2.2254e+02
1.7262e+03,2.2548e+02
1.7269e+03,2.2842e+02
1.7276e+03,2.3136e+02
1.7283e+03,2.3430e+02
1.7286e+03,2.3543e+02
1.7293e+03,2.3724e+02
1.7305e+03,2.4018e+02
1.7317e+03,2.4312e+02
1.7329e+03,2.4606e+02
1.7342e+03,2.4899e+02
1.7349e+03,2.5193e+02
1.7354e+03,2.5487e+02
1.7360e+03,2.5781e+02
1.7365e+03,2.6075e+02
1.7370e+03,2.6369e+02
1.7375e+03,2.6663e+02
1.7377e+03,2.6750e+02
1.7381e+03,2.6957e+02
1.7390e+03,2.7251e+02
1.7398e+03,2.7545e+02
1.7407e+03,2.7839e+02
1.7415e+03,2.8133e+02
1.7424e+03,2.8427e+02
1.7432e+03,2.8721e+02
1.7441e+03,2.9015e+02
1.7449e+03,2.9309e+02
1.7458e+03,2.9603e+02
1.7467e+03,2.9897e+02
1.7467e+03,2.9948e+02
1.7471e+03,3.0191e+02
1.7473e+03,3.0485e+02
1.7476e+03,3.0779e+02
1.7478e+03,3.1073e+02
1.7480e+03,3.1367e+02
1.7482e+03,3.1661e+02
1.7485e+03,3.1955e+02
1.7487e+03,3.2249e+02
1.7487e+03,3.2543e+02
1.7487e+03,3.2837e+02
1.7486e+03,3.3131e+02
1.7485e+03,3.3425e+02
1.7484e+03,3.3719e+02
1.7483e+03,3.4013e+02
1.7482e+03,3.4307e+02
1.7481e+03,3.4601e+02
1.7480e+03,3.4894e+02
1.7483e+03,3.5188e+02
1.7489e+03,3.5482e+02
1.7494e+03,3.5776e+02
1.7500e+03,3.6070e+02
1.7505e+03,3.6364e+02
1.7510e+03,3.6658e+02
1.7516e+03,3.6952e+02
1.7521e+03,3.7246e+02
1.7526e+03,3.7540e+02
1.7531e+03,3.7834e+02
1.7535e+03,3.8128e+02
1.7539e+03,3.8422e+02
1.7542e+03,3.8716e+02
1.7546e+03,3.9010e+02
1.7550e+03,3.9304e+02
1.7554e+03,3.9598e+02
1.7558e+03,3.9892e+02
1.7558e+03,3.9897e+02
1.7566e+03,4.0186e+02
1.7578e+03,4.0480e+02
1.7589e+03,4.0774e+02
1.7601e+03,4.1068e+02
1.7612e+03,4.1362e+02
1.7623e+03,4.1656e+02
1.7635e+03,4.1950e+02
1.7646e+03,4.2244e+02
1.7648e+03,4.2295e+02
1.7658e+03,4.2538e+02
1.7669e+03,4.2832e+02
1.7681e+03,4.3126e+02
1.7692e+03,4.3420e+02
1.7704e+03,4.3714e+02
1.7715e+03,4.4008e+02
1.7727e+03,4.4302e+02
1.7738e+03,4.4595e+02
1.7739e+03,4.4606e+02
1.7750e+03,4.4889e+02
1.7756e+03,4.5183e+02
1.7759e+03,4.5477e+02
1.7762e+03,4.5771e+02
1.7765e+03,4.6065e+02
1.7768e+03,4.6359e+02
1.7771e+03,4.6653e+02
1.7774e+03,4.6947e+02
1.7779e+03,4.7241e+02
1.7783e+03,4.7535e+02
1.7789e+03,4.7829e+02
1.7795e+03,4.8123e+02
1.7802e+03,4.8417e+02
1.7808e+03,4.8711e+02
1.7815e+03,4.9005e+02
1.7821e+03,4.9299e+02
1.7827e+03,4.9593e+02
1.7829e+03,4.9680e+02
1.7834e+03,4.9887e+02
1.7829e+03,4.9908e+02
1.7776e+03,5.0181e+02
1.7739e+03,5.0266e+02
1.7649e+03,5.0475e+02
1.7648e+03,5.0477e+02
1.7558e+03,5.0683e+02
1.7520e+03,5.0769e+02
1.7467e+03,5.0890e+02
1.7392e+03,5.1063e+02
1.7377e+03,5.1099e+02
1.7286e+03,5.1314e+02
1.7268e+03,5.1357e+02
1.7196e+03,5.1531e+02
1.7146e+03,5.1651e+02
